canonical_resource_id	display_name	domain	legacy_status	legacy_resolution_method	current_expected_strategy	preferred_current_source_key	preferred_schema	preferred_table_or_view	known_aliases	source_map_role	requires_direct_sql	requires_manual_file	requires_embedded_field_mapping	current_validation_status	notes
t_mikro	PATOBANK microscopy text	SDS	db_resolved	direct PostgreSQL alias: import.public.SDS_t_mikro_ny	direct_sql	SDS_t_mikro_ny	import.public	SDS_t_mikro_ny	SDS_t_mikro;SDS_t_mikro_ny;SDS_t_mikro_ny_distinct;t_mikro;t_mikro_ny	canonical_resource	TRUE	FALSE	FALSE	resolver_configured	Resolved by legacy Part 4 after load_dataset did not expose a data frame.
t_konk	PATOBANK conclusion text	SDS	db_resolved	direct PostgreSQL alias: import.public.SDS_t_konk_ny	direct_sql	SDS_t_konk_ny	import.public	SDS_t_konk_ny	SDS_t_konk;SDS_t_konk_ny;t_konk;t_konk_ny	canonical_resource	TRUE	FALSE	FALSE	resolver_configured	Resolved by legacy Part 4 after load_dataset did not expose a data frame.
lab_forsker	LABKA/SDS lab results	SDS	loaded	load_dataset/direct_get_after_safe_load	standard_table	SDS_lab_forsker		SDS_lab_forsker	SDS_lab_forsker;lab_forsker;SDS_laboratorieproevesvar;LABKA	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
t_doedsaarsag	Cause of death	SDS	db_resolved	direct PostgreSQL alias: import.public.SDS_t_dodsaarsag_2	direct_sql	SDS_t_dodsaarsag_2	import.public	SDS_t_dodsaarsag_2	SDS_t_doedsaarsag;t_doedsaarsag;SDS_t_dodsaarsag_2;SDS_dodsaarsag	canonical_resource	TRUE	FALSE	FALSE	resolver_configured	Resolved by legacy Part 6 name variant.
t_tumor	Tumor register	SDS	loaded	load_dataset/direct_get_after_safe_load	standard_table	SDS_tumor_aarlig		SDS_tumor_aarlig	SDS_t_tumor;t_tumor;SDS_tumor_aarlig;SDS_tumor	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
kontakter	Contacts	SDS	loaded	load_dataset/direct_get_after_safe_load	standard_table	SDS_kontakter		SDS_kontakter	SDS_kontakter;kontakter	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
forloeb	Care pathways	SDS	loaded	load_dataset/direct_get_after_safe_load	standard_table	SDS_forloeb		SDS_forloeb	SDS_forloeb;forloeb	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
diagnoser	LPR3 diagnoses	SDS	loaded	load_dataset/direct_get_after_safe_load	standard_table	SDS_diagnoser		SDS_diagnoser	SDS_diagnoser;diagnoser	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
forloebsmarkoerer	Care-pathway markers	SDS	loaded	load_dataset/direct_get_after_safe_load	standard_table	SDS_forloebsmarkoerer		SDS_forloebsmarkoerer	SDS_forloebsmarkoerer;forloebsmarkoerer	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
organisationer	Organisations	SDS	loaded	load_dataset/direct_get_after_safe_load	standard_table	SDS_organisationer		SDS_organisationer	SDS_organisationer;organisationer	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
procedure_kirurgi	Surgical procedures	SDS	db_resolved	direct PostgreSQL alias: import.public.SDS_procedurer_kirurgi	direct_sql	SDS_procedurer_kirurgi	import.public	SDS_procedurer_kirurgi	SDS_procedure_kirurgi;SDS_procedurer_kirurgi;procedure_kirurgi;procedurer_kirurgi	canonical_resource	TRUE	FALSE	FALSE	resolver_configured	Resolved by legacy Part 4 table-name variant.
procedure_andre	Other procedures	SDS	db_resolved	direct PostgreSQL alias: import.public.SDS_procedurer_andre	direct_sql	SDS_procedurer_andre	import.public	SDS_procedurer_andre	SDS_procedure_andre;SDS_procedurer_andre;procedure_andre;procedurer_andre	canonical_resource	TRUE	FALSE	FALSE	resolver_configured	Resolved by legacy Part 4 table-name variant.
resultater	Results	SDS	loaded	load_dataset/direct_get_after_safe_load	standard_table	SDS_resultater		SDS_resultater	SDS_resultater;resultater	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
SP_Administreret_Medicin	SP administered medicine	SP	db_resolved	direct PostgreSQL alias: import.public.SP_AdministreretMedicin	direct_sql	SP_AdministreretMedicin	import.public	SP_AdministreretMedicin	SP_Administreret_Medicin;SP_AdministreretMedicin;Administreret_Medicin;AdministreretMedicin	canonical_resource	TRUE	FALSE	FALSE	resolver_configured	Resolved by legacy Part 4 table-name variant.
SP_ADT_Haendelser	SP ADT events	SP	db_resolved	direct PostgreSQL alias: import.public.SP_ADT_haendelser	direct_sql	SP_ADT_haendelser	import.public	SP_ADT_haendelser	SP_ADT_Haendelser;SP_ADT_haendelser;ADT_Haendelser	canonical_resource	TRUE	FALSE	FALSE	resolver_configured	Resolved by legacy Part 4 table-name variant.
Aktive_Problemliste_Diagnoser	SP active problem diagnoses	SP	db_resolved	direct PostgreSQL alias: import.public.SP_AktiveProblemlisteDiagnoser	direct_sql	SP_AktiveProblemlisteDiagnoser	import.public	SP_AktiveProblemlisteDiagnoser	SP_Aktive_Problemliste_Diagnoser;Aktive_Problemliste_Diagnoser;SP_AktiveProblemlisteDiagnoser	canonical_resource	TRUE	FALSE	FALSE	resolver_configured	Resolved by legacy Part 6 CamelCase variant.
SP_AlleProvesvar	SP all lab results	SP	loaded	load_dataset/direct_get_after_safe_load	standard_table	SP_AlleProvesvar		SP_AlleProvesvar	SP_AlleProvesvar;SP_AlleProevesvar;AlleProvesvar;AlleProevesvar	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
Behandlingskontakter_diagnoser	SP treatment contacts and diagnoses	SP	db_resolved	direct PostgreSQL alias: import.public.SP_BehandlingskontakterOgDiagnoser	direct_sql	SP_BehandlingskontakterOgDiagnoser	import.public	SP_BehandlingskontakterOgDiagnoser	SP_Behandlingskontakter_diagnoser;Behandlingskontakter_diagnoser;SP_BehandlingskontakterOgDiagnoser	canonical_resource	TRUE	FALSE	FALSE	resolver_configured	Resolved by legacy Part 6 name variant.
Behandlingsplaner_del1	SP treatment plans del1	SP	db_resolved	direct PostgreSQL alias: import.public.SP_Behandlingsplaner_Del1	direct_sql	SP_Behandlingsplaner_Del1	import.public	SP_Behandlingsplaner_Del1	SP_Behandlingsplaner_del1;SP_Behandlingsplaner_Del1;Behandlingsplaner_del1;Behandlingsplaner_Del1	canonical_resource	TRUE	FALSE	FALSE	resolver_configured	Resolved by legacy Part 4 table-name variant.
Behandlingsplaner_del2	SP treatment plans del2	SP	db_resolved	direct PostgreSQL alias: import.public.SP_Behandlingsplaner_Del2	direct_sql	SP_Behandlingsplaner_Del2	import.public	SP_Behandlingsplaner_Del2	SP_Behandlingsplaner_del2;SP_Behandlingsplaner_Del2;Behandlingsplaner_del2;Behandlingsplaner_Del2	canonical_resource	TRUE	FALSE	FALSE	resolver_configured	Resolved by legacy Part 4 table-name variant.
Bloddyrkning_del1	SP blood culture del1	SP	loaded	load_dataset/direct_get_after_safe_load	standard_table	SP_Bloddyrkning_del1		SP_Bloddyrkning_del1	SP_Bloddyrkning_del1;SP_Bloddyrkning_Del1;Bloddyrkning_del1	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
Bloddyrkning_del2	SP blood culture del2	SP	loaded	load_dataset/direct_get_after_safe_load	standard_table	SP_Bloddyrkning_del2		SP_Bloddyrkning_del2	SP_Bloddyrkning_del2;SP_Bloddyrkning_Del2;Bloddyrkning_del2	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
Bloddyrkning_del3	SP blood culture del3	SP	loaded	load_dataset/direct_get_after_safe_load	standard_table	SP_Bloddyrkning_del3		SP_Bloddyrkning_del3	SP_Bloddyrkning_del3;SP_Bloddyrkning_Del3;Bloddyrkning_del3	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
Bloddyrkning_del4	SP blood culture del4	SP	loaded	load_dataset/direct_get_after_safe_load	standard_table	SP_Bloddyrkning_del4		SP_Bloddyrkning_del4	SP_Bloddyrkning_del4;SP_Bloddyrkning_Del4;Bloddyrkning_del4	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
Flytningshistorik	SP transfer history	SP	loaded	load_dataset/direct_get_after_safe_load	standard_table	SP_Flytningshistorik		SP_Flytningshistorik	SP_Flytningshistorik;Flytningshistorik	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
ITAOphold	SP ICU stays	SP	loaded	load_dataset/direct_get_after_safe_load	standard_table	SP_ITAOphold		SP_ITAOphold	SP_ITAOphold;SP_ITA_Ophold;ITAOphold;ITA_Ophold	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
Journalnotater_del1	SP notes del1	SP	db_resolved	direct PostgreSQL alias: import.public.SP_Journalnotater_Del1	direct_sql	SP_Journalnotater_Del1	import.public	SP_Journalnotater_Del1	SP_Journalnotater_del1;SP_Journalnotater_Del1;Journalnotater_del1;Journalnotater_Del1	canonical_resource	TRUE	FALSE	FALSE	resolver_configured	Resolved by legacy Part 4 table-name variant.
Journalnotater_del2	SP notes del2	SP	db_resolved	direct PostgreSQL alias: import.public.SP_Journalnotater_Del2	direct_sql	SP_Journalnotater_Del2	import.public	SP_Journalnotater_Del2	SP_Journalnotater_del2;SP_Journalnotater_Del2;Journalnotater_del2;Journalnotater_Del2	canonical_resource	TRUE	FALSE	FALSE	resolver_configured	Resolved by legacy Part 4 table-name variant.
OrdineretMedicin	SP ordered medicine	SP	loaded	load_dataset/direct_get_after_safe_load	standard_table	SP_OrdineretMedicin		SP_OrdineretMedicin	SP_OrdineretMedicin;SP_Ordineret_Medicin;OrdineretMedicin	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
SP_PatientInfo	SP patient info	SP	loaded	load_dataset/direct_get_after_safe_load	standard_table	SP_PatientInfo		SP_PatientInfo	SP_PatientInfo;PatientInfo	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
SP_Social_Hx	SP social history	SP	loaded	load_dataset/direct_get_after_safe_load	standard_table	SP_Social_Hx		SP_Social_Hx	SP_Social_Hx;SP_SocialHX;SP_SocialHx;SocialHX;SocialHx	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
SP_VitaleVaerdier	SP vital signs	SP	loaded	load_dataset/direct_get_after_safe_load	standard_table	SP_VitaleVaerdier		SP_VitaleVaerdier	SP_VitaleVaerdier;SP_VitaleVaerdier;VitaleVaerdier	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
Behandlingsniveau	SP treatment level	SP	loaded	load_dataset/direct_get_after_safe_load	standard_table	SP_Behandlingsniveau		SP_Behandlingsniveau	SP_Behandlingsniveau;Behandlingsniveau	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
BilleddiagnostikeUndersøgelser_Del1	SP imaging del1	SP	db_resolved	direct PostgreSQL alias: import.public.SP_BilleddiagnostiskeUndersøgelser_Del1	direct_sql	SP_BilleddiagnostiskeUndersøgelser_Del1	import.public	SP_BilleddiagnostiskeUndersøgelser_Del1	SP_BilleddiagnostikeUndersoegelser_Del1;SP_BilleddiagnostiskeUndersoegelser_Del1;SP_BilleddiagnostiskeUndersøgelser_Del1;BilleddiagnostikeUndersøgelser_Del1	canonical_resource	TRUE	FALSE	FALSE	resolver_configured	Resolved by legacy Part 6 spelling/encoding variant.
BilleddiagnostikeUndersøgelser_Del2	SP imaging del2	SP	known_unavailable	last-resort search	direct_sql	SP_BilleddiagnostikeUndersoegelser_Del2	import.public	SP_BilleddiagnostiskeUndersøgelser_Del2	SP_BilleddiagnostikeUndersoegelser_Del2;SP_BilleddiagnostiskeUndersoegelser_Del2;SP_BilleddiagnostikeUndersogelser_Del2;SP_BilleddiagnostiskeUndersogelser_Del2;SP_BilleddiagnostikeUndersøgelser_Del2;SP_BilleddiagnostiskeUndersøgelser_Del2;BilleddiagnostikeUndersøgelser_Del2;BilleddiagnostiskeUndersøgelser_Del2;BilleddiagnostikeUndersogelser_Del2;BilleddiagnostiskeUndersogelser_Del2	canonical_resource	TRUE	FALSE	FALSE	legacy_unavailable_current_resolved	V033/legacy could not resolve this resource, but the current production run resolved import.public.SP_BilleddiagnostiskeUnders?gelser_Del2. Keep legacy absence separate from current status.
microbiology_analysis	PERSIMUNE microbiology analysis	Laboratory / curated	loaded	load_dataset/direct_get_after_safe_load	standard_table	PERSIMUNE_microbiology_analysis		PERSIMUNE_microbiology_analysis	PERSIMUNE_microbiology_analysis;microbiology_analysis	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
microbiology_culture	PERSIMUNE microbiology culture	Laboratory / curated	loaded	load_dataset/direct_get_after_safe_load	standard_table	PERSIMUNE_microbiology_culture		PERSIMUNE_microbiology_culture	PERSIMUNE_microbiology_culture;microbiology_culture	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
microbiology_culture_resistance	PERSIMUNE microbiology resistance	Laboratory / curated	loaded	load_dataset/direct_get_after_safe_load	standard_table	PERSIMUNE_microbiology_culture_resistance		PERSIMUNE_microbiology_culture_resistance	PERSIMUNE_microbiology_culture_resistance;microbiology_culture_resistance	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
microbiology_microscopy	PERSIMUNE microbiology microscopy	Laboratory / curated	loaded	load_dataset/direct_get_after_safe_load	standard_table	PERSIMUNE_microbiology_microscopy		PERSIMUNE_microbiology_microscopy	PERSIMUNE_microbiology_microscopy;microbiology_microscopy	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
biochemistry	PERSIMUNE biochemistry	Laboratory / curated	loaded	load_dataset/direct_get_after_safe_load	standard_table	PERSIMUNE_biochemistry		PERSIMUNE_biochemistry	PERSIMUNE_biochemistry;biochemistry	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
IGHVIMGT	IGHV IMGT	Laboratory / curated	loaded	load_dataset/direct_get_after_safe_load	standard_table	LAB_IGHVIMGT		LAB_IGHVIMGT	LAB_IGHVIMGT;IGHVIMGT	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
Flowcytometry	Flow cytometry	Laboratory / curated	loaded	load_dataset/direct_get_after_safe_load	standard_table	LAB_Flowcytometry		LAB_Flowcytometry	LAB_Flowcytometry;Flowcytometry	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
FISH	FISH cytogenetics	Laboratory / curated	special_manual_embedded	part4/part7 embedded registry/file search	embedded_fields	RKKP_CLL/RKKP_DaMyDa FISH fields		RKKP_CLL/RKKP_DaMyDa FISH fields	LAB_FISH;FISH;fish;RKKP_CLL_FISH_columns	special_manual_or_embedded	FALSE	FALSE	TRUE	special_manual_or_embedded	Final V33 HTML part4_resolved marks LAB_FISH resolved as embedded FISH evidence in RKKP_CLL and RKKP_DaMyDa; checked-in TSVs do not show a standalone LAB_FISH table.
CLLPANEL_WIDE	CLL panel wide	Laboratory / curated	loaded	load_dataset/direct_get_after_safe_load	standard_table	LAB_CLLPANEL_WIDE		LAB_CLLPANEL_WIDE	LAB_CLLPANEL_WIDE;CLLPANEL_WIDE	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
BIOBANK_SAMPLES	Biobank samples	Laboratory / curated	loaded	load_dataset/direct_get_after_safe_load	standard_table	LAB_BIOBANK_SAMPLES		LAB_BIOBANK_SAMPLES	LAB_BIOBANK_SAMPLES;BIOBANK_SAMPLES	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
CLL_TREAT	CLL treatment curated	Curated	loaded	load_dataset/direct_get_after_safe_load	standard_table	CLL_TREAT		CLL_TREAT	CLL_TREAT;CLL_2ND_LINE_TREATMENT	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
MM_TREAT_DARA	MM daratumumab curated	Curated	db_resolved	direct PostgreSQL alias: core.curated.REQUIRE_PERMISSION_MM_TREAT_DARA	direct_sql	REQUIRE_PERMISSION_MM_TREAT_DARA	core.curated	REQUIRE_PERMISSION_MM_TREAT_DARA	MM_TREAT_DARA;MM_TREATED_WITH_DARATUMUMAB;REQUIRE_PERMISSION_MM_TREAT_DARA	canonical_resource	TRUE	FALSE	FALSE	resolver_configured	Resolved by legacy Part 4 as a permission-gated curated table.
CLL_TREAT_IBRUTINIB	CLL ibrutinib curated	Curated	loaded	load_dataset/direct_get_after_safe_load	standard_table	CLL_TREAT_IBRUTINIB		CLL_TREAT_IBRUTINIB	CLL_TREAT_IBRUTINIB;CLL_TREATED_WTIH_IBRUTINIB;CLL_TREATED_WITH_IBRUTINIB	canonical_resource	FALSE	FALSE	FALSE	resolver_configured
DANRICHT	DANRICHT	Curated	special_manual_embedded	part7 manual/on-disk source search	manual_file	danricht_clean.parquet;DANRICHT_20240412.csv		danricht_clean.parquet;DANRICHT_20240412.csv	DANRICHT;danricht;Richter	special_manual_or_embedded	FALSE	TRUE	FALSE	special_manual_or_embedded	Final V33 HTML part4_resolved marks DANRICHT resolved via on-disk project files (danricht_clean.parquet and DANRICHT_20240412.csv); not a normal PostgreSQL table in checked-in evidence.
